"
ma_window","
ma_window","
split_idx","Start
","End
","Period
","Start Value
","End Value
","Total Return [%]
","Benchmark Return [%]
","Max Gross Exposure [%]
","Total Fees Paid
","Max Drawdown [%]
","Max Drawdown Duration
","Total Trades
","Total Closed Trades
","Total Open Trades
","Open Trade PnL
","Win Rate [%]
","Best Trade [%]
","Worst Trade [%]
","Avg Winning Trade [%]
","Avg Losing Trade [%]
","Avg Winning Trade Duration
","Avg Losing Trade Duration
","Profit Factor
","Expectancy
","Sharpe Ratio
","Calmar Ratio
","Omega Ratio
","Sortino Ratio
"
31,71,0,0,251,252 days,100.0,90.663048,-9.336952,12.233055,100.0,0.0,16.169574,26 days,2,2,0,0.000000,0.0,-1.352476,-8.093944,NaN,-4.723210,NaT,16 days 12:00:00,0.0,-4.668476,-1.095687,-0.818550,0.633709,-1.308642
"","",1,0,251,252 days,100.0,90.663048,-9.336952,-4.137931,100.0,0.0,16.169574,60 days,2,2,0,0.000000,0.0,-1.352476,-8.093944,NaN,-4.723210,NaT,16 days 12:00:00,0.0,-4.668476,-1.095687,-0.818550,0.633709,-1.308642
"","",2,0,251,252 days,100.0,90.663048,-9.336952,-37.732028,100.0,0.0,16.169574,94 days,2,2,0,0.000000,0.0,-1.352476,-8.093944,NaN,-4.723210,NaT,16 days 12:00:00,0.0,-4.668476,-1.095687,-0.818550,0.633709,-1.308642
"","",3,0,251,252 days,100.0,93.074987,-6.925013,-31.156419,100.0,0.0,16.169574,129 days,3,2,1,2.411939,0.0,-1.352476,-8.093944,NaN,-4.723210,NaT,16 days 12:00:00,0.0,-4.668476,-0.688992,-0.610561,0.769656,-0.868314
"","",4,0,251,252 days,100.0,109.064764,9.064764,-6.756252,100.0,0.0,16.169574,135 days,2,1,1,17.158708,0.0,-8.093944,-8.093944,NaN,-8.093944,NaT,28 days 00:00:00,0.0,-8.093944,0.641541,0.828226,1.208646,1.041007
"","",5,0,251,252 days,100.0,149.501188,49.501188,29.639547,100.0,0.0,9.818330,12 days,1,0,1,49.501188,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.236351,8.050561,2.039570,4.982954
"","",6,0,251,252 days,100.0,156.342043,56.342043,38.860759,100.0,0.0,9.818330,24 days,1,0,1,56.342043,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.315417,9.271445,1.805691,4.836246
"","",7,0,251,252 days,100.0,155.486936,55.486936,51.770207,100.0,0.0,14.701493,38 days,1,1,0,0.000000,100.0,55.486936,55.486936,55.486936,NaN,133 days,NaT,inf,55.486936,2.151431,6.089084,1.610251,4.078062
"","",8,0,251,252 days,100.0,158.187474,58.187474,49.448649,100.0,0.0,14.701493,42 days,2,1,1,2.700538,100.0,55.486936,55.486936,55.486936,NaN,133 days,NaT,inf,55.486936,2.084152,6.414637,1.500339,3.618031
"","",9,0,251,252 days,100.0,122.313806,22.313806,169.717624,100.0,0.0,7.756384,16 days,1,0,1,22.313806,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.777728,4.367414,1.660631,2.557469
"","",10,0,251,252 days,100.0,141.065646,41.065646,131.497585,100.0,0.0,7.756384,16 days,1,0,1,41.065646,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.470120,8.328321,1.779727,4.000716
"","",11,0,251,252 days,100.0,138.887253,38.887253,90.433905,100.0,0.0,9.023246,32 days,1,0,1,38.887253,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.120813,6.752436,1.528814,3.343811
"","",12,0,251,252 days,100.0,134.294966,34.294966,66.931638,100.0,0.0,11.246324,45 days,1,1,0,0.000000,100.0,34.294966,34.294966,34.294966,NaN,151 days,NaT,inf,34.294966,1.815980,4.737481,1.400293,2.773356
"","",13,0,251,252 days,100.0,104.677995,4.677995,54.274231,100.0,0.0,1.588961,2 days,1,0,1,4.677995,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.217827,4.308559,2.384160,2.751138
"","",14,0,251,252 days,100.0,109.460877,9.460877,61.024533,100.0,0.0,5.367336,20 days,1,0,1,9.460877,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.216508,2.606330,1.443124,2.012372
"","",15,0,251,252 days,100.0,119.131529,19.131529,56.037917,100.0,0.0,9.020941,22 days,1,0,1,19.131529,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.550560,3.199220,1.441545,2.692644
"","",16,0,251,252 days,100.0,99.223831,-0.776169,19.323915,100.0,0.0,17.924692,22 days,1,0,1,-0.776169,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.061465,-0.062609,1.012706,0.085255
"","",17,0,251,252 days,100.0,104.615062,4.615062,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,4.615062,4.615062,4.615062,NaN,115 days,NaT,inf,4.615062,0.390526,0.376749,1.085245,0.580691
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,103.634146,3.634146,-6.721865,100.0,0.0,1.301205,2 days,1,1,0,0.000000,100.0,3.634146,3.634146,3.634146,NaN,9 days,NaT,inf,3.634146,0.968397,4.078028,2.081799,2.271457
32,72,0,0,251,252 days,100.0,89.991909,-10.008091,12.233055,100.0,0.0,16.169574,26 days,2,2,0,0.000000,0.0,-2.227263,-7.958075,NaN,-5.092669,NaT,16 days 12:00:00,0.0,-5.004045,-1.188719,-0.875988,0.604217,-1.414006
"","",1,0,251,252 days,100.0,89.991909,-10.008091,-4.137931,100.0,0.0,16.169574,60 days,2,2,0,0.000000,0.0,-2.227263,-7.958075,NaN,-5.092669,NaT,16 days 12:00:00,0.0,-5.004045,-1.188719,-0.875988,0.604217,-1.414006
"","",2,0,251,252 days,100.0,89.991909,-10.008091,-37.732028,100.0,0.0,16.169574,94 days,2,2,0,0.000000,0.0,-2.227263,-7.958075,NaN,-5.092669,NaT,16 days 12:00:00,0.0,-5.004045,-1.188719,-0.875988,0.604217,-1.414006
"","",3,0,251,252 days,100.0,95.236296,-4.763704,-31.156419,100.0,0.0,16.169574,129 days,3,2,1,5.244386,0.0,-2.227263,-7.958075,NaN,-5.092669,NaT,16 days 12:00:00,0.0,-5.004045,-0.469596,-0.422117,0.831122,-0.603349
"","",4,0,251,252 days,100.0,112.595852,12.595852,-6.756252,100.0,0.0,16.169574,130 days,2,1,1,20.553927,0.0,-7.958075,-7.958075,NaN,-7.958075,NaT,29 days 00:00:00,0.0,-7.958075,0.840905,1.159451,1.287141,1.390348
"","",5,0,251,252 days,100.0,154.113614,54.113614,29.639547,100.0,0.0,9.818330,12 days,1,0,1,54.113614,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.415748,8.871053,2.199480,5.570068
"","",6,0,251,252 days,100.0,161.165524,61.165524,38.860759,100.0,0.0,9.818330,24 days,1,0,1,61.165524,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.481316,10.146869,1.901843,5.311351
"","",7,0,251,252 days,100.0,163.761019,63.761019,51.770207,100.0,0.0,14.701493,38 days,1,1,0,0.000000,100.0,63.761019,63.761019,63.761019,NaN,134 days,NaT,inf,63.761019,2.395335,7.094418,1.703370,4.626179
"","",8,0,251,252 days,100.0,164.786164,64.786164,49.448649,100.0,0.0,14.701493,42 days,2,1,1,1.025145,100.0,63.761019,63.761019,63.761019,NaN,134 days,NaT,inf,63.761019,2.263156,7.220595,1.557677,3.976797
"","",9,0,251,252 days,100.0,120.978308,20.978308,169.717624,100.0,0.0,7.756384,16 days,1,0,1,20.978308,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.689370,4.095123,1.626204,2.424192
"","",10,0,251,252 days,100.0,139.525404,39.525404,131.497585,100.0,0.0,7.756384,16 days,1,0,1,39.525404,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.397848,7.993543,1.755788,3.877886
"","",11,0,251,252 days,100.0,137.370796,37.370796,90.433905,100.0,0.0,9.023246,32 days,1,0,1,37.370796,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.055992,6.471074,1.512045,3.237779
"","",12,0,251,252 days,100.0,132.450138,32.450138,66.931638,100.0,0.0,11.246324,45 days,1,1,0,0.000000,100.0,32.450138,32.450138,32.450138,NaN,151 days,NaT,inf,32.450138,1.737997,4.467136,1.381384,2.651289
"","",13,0,251,252 days,100.0,104.327828,4.327828,54.274231,100.0,0.0,1.588961,3 days,1,0,1,4.327828,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.133120,3.982999,2.284834,2.553719
"","",14,0,251,252 days,100.0,109.094710,9.094710,61.024533,100.0,0.0,5.367336,20 days,1,0,1,9.094710,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.174012,2.503507,1.427430,1.941100
"","",15,0,251,252 days,100.0,118.733013,18.733013,56.037917,100.0,0.0,9.020941,22 days,1,0,1,18.733013,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.522716,3.130061,1.433549,2.643883
"","",16,0,251,252 days,100.0,98.891909,-1.108091,19.323915,100.0,0.0,17.924692,22 days,1,0,1,-1.108091,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.039715,-0.089317,1.008209,0.055078
"","",17,0,251,252 days,100.0,103.031570,3.031570,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,3.031570,3.031570,3.031570,NaN,115 days,NaT,inf,3.031570,0.299092,0.246623,1.064401,0.443787
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,105.892505,5.892505,-6.721865,100.0,0.0,1.301205,1 days,1,1,0,0.000000,100.0,5.892505,5.892505,5.892505,NaN,8 days,NaT,inf,5.892505,1.535625,6.644873,3.511338,4.243206
33,73,0,0,251,252 days,100.0,91.043348,-8.956652,12.233055,100.0,0.0,16.169574,26 days,2,2,0,0.000000,0.0,-1.084916,-7.958075,NaN,-4.521495,NaT,16 days,0.0,-4.478326,-1.058208,-0.785918,0.633087,-1.262708
"","",1,0,251,252 days,100.0,91.043348,-8.956652,-4.137931,100.0,0.0,16.169574,60 days,2,2,0,0.000000,0.0,-1.084916,-7.958075,NaN,-4.521495,NaT,16 days,0.0,-4.478326,-1.058208,-0.785918,0.633087,-1.262708
"","",2,0,251,252 days,100.0,91.043348,-8.956652,-37.732028,100.0,0.0,16.169574,94 days,2,2,0,0.000000,0.0,-1.084916,-7.958075,NaN,-4.521495,NaT,16 days,0.0,-4.478326,-1.058208,-0.785918,0.633087,-1.262708
"","",3,0,251,252 days,100.0,93.332389,-6.667611,-31.156419,100.0,0.0,16.169574,129 days,3,2,1,2.289041,0.0,-1.084916,-7.958075,NaN,-4.521495,NaT,16 days,0.0,-4.478326,-0.735081,-0.588220,0.737109,-0.904721
"","",4,0,251,252 days,100.0,109.070555,9.070555,-6.756252,100.0,0.0,16.169574,135 days,2,1,1,17.028629,0.0,-7.958075,-7.958075,NaN,-7.958075,NaT,29 days,0.0,-7.958075,0.652168,0.828765,1.219758,1.064078
"","",5,0,251,252 days,100.0,149.288425,49.288425,29.639547,100.0,0.0,9.818330,12 days,1,0,1,49.288425,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.265670,8.012984,2.114809,5.176877
"","",6,0,251,252 days,100.0,156.119545,56.119545,38.860759,100.0,0.0,9.818330,24 days,1,0,1,56.119545,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.341028,9.231352,1.844337,4.972674
"","",7,0,251,252 days,100.0,159.511385,59.511385,51.770207,100.0,0.0,14.701493,34 days,1,1,0,0.000000,100.0,59.511385,59.511385,59.511385,NaN,134 days,NaT,inf,59.511385,2.288599,6.575151,1.667675,4.391409
"","",8,0,251,252 days,100.0,157.663763,57.663763,49.448649,100.0,0.0,14.701493,34 days,2,1,1,-1.847622,100.0,59.511385,59.511385,59.511385,NaN,134 days,NaT,inf,59.511385,2.090085,6.351307,1.511398,3.646784
"","",9,0,251,252 days,100.0,118.833119,18.833119,169.717624,100.0,0.0,7.756384,16 days,1,0,1,18.833119,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.548870,3.660562,1.569906,2.206248
"","",10,0,251,252 days,100.0,137.051337,37.051337,131.497585,100.0,0.0,7.756384,16 days,1,0,1,37.051337,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.284060,7.459258,1.716640,3.677025
"","",11,0,251,252 days,100.0,134.934935,34.934935,90.433905,100.0,0.0,9.023246,32 days,1,0,1,34.934935,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.952922,6.022039,1.484624,3.064385
"","",12,0,251,252 days,100.0,130.930931,30.930931,66.931638,100.0,0.0,11.246324,45 days,1,1,0,0.000000,100.0,30.930931,30.930931,30.930931,NaN,151 days,NaT,inf,30.930931,1.675976,4.245771,1.366693,2.549160
"","",13,0,251,252 days,100.0,104.327828,4.327828,54.274231,100.0,0.0,1.588961,3 days,1,0,1,4.327828,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.133120,3.982999,2.284834,2.553719
"","",14,0,251,252 days,100.0,109.094710,9.094710,61.024533,100.0,0.0,5.367336,20 days,1,0,1,9.094710,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.174012,2.503507,1.427430,1.941100
"","",15,0,251,252 days,100.0,118.733013,18.733013,56.037917,100.0,0.0,9.020941,22 days,1,0,1,18.733013,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.522716,3.130061,1.433549,2.643883
"","",16,0,251,252 days,100.0,98.891909,-1.108091,19.323915,100.0,0.0,17.924692,22 days,1,0,1,-1.108091,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.039715,-0.089317,1.008209,0.055078
"","",17,0,251,252 days,100.0,103.031570,3.031570,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,3.031570,3.031570,3.031570,NaN,115 days,NaT,inf,3.031570,0.299092,0.246623,1.064401,0.443787
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,101.410849,1.410849,-6.721865,100.0,0.0,2.933644,5 days,1,1,0,0.000000,100.0,1.410849,1.410849,1.410849,NaN,8 days,NaT,inf,1.410849,0.351336,0.698769,1.292858,0.549980
34,74,0,0,251,252 days,100.0,91.383762,-8.616238,12.233055,100.0,0.0,16.169574,26 days,2,2,0,0.000000,0.0,-0.753611,-7.922330,NaN,-4.337971,NaT,15 days,0.0,-4.308119,-1.014180,-0.756657,0.643000,-1.210607
"","",1,0,251,252 days,100.0,91.383762,-8.616238,-4.137931,100.0,0.0,16.169574,60 days,2,2,0,0.000000,0.0,-0.753611,-7.922330,NaN,-4.337971,NaT,15 days,0.0,-4.308119,-1.014180,-0.756657,0.643000,-1.210607
"","",2,0,251,252 days,100.0,91.383762,-8.616238,-37.732028,100.0,0.0,16.169574,94 days,2,2,0,0.000000,0.0,-0.753611,-7.922330,NaN,-4.337971,NaT,15 days,0.0,-4.308119,-1.014180,-0.756657,0.643000,-1.210607
"","",3,0,251,252 days,100.0,91.383762,-8.616238,-31.156419,100.0,0.0,16.169574,129 days,3,2,1,0.000000,0.0,-0.753611,-7.922330,NaN,-4.337971,NaT,15 days,0.0,-4.308119,-1.014180,-0.756657,0.643000,-1.210607
"","",4,0,251,252 days,100.0,106.436844,6.436844,-6.756252,100.0,0.0,16.169574,136 days,2,1,1,14.359174,0.0,-7.922330,-7.922330,NaN,-7.922330,NaT,28 days,0.0,-7.922330,0.503131,0.584815,1.168288,0.814201
"","",5,0,251,252 days,100.0,145.627025,45.627025,29.639547,100.0,0.0,9.818330,12 days,1,0,1,45.627025,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.143418,7.370101,2.048944,4.871019
"","",6,0,251,252 days,100.0,152.290606,52.290606,38.860759,100.0,0.0,9.818330,24 days,1,0,1,52.290606,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.227166,8.545428,1.799604,4.709222
"","",7,0,251,252 days,100.0,154.419250,54.419250,51.770207,100.0,0.0,14.701493,34 days,1,1,0,0.000000,100.0,54.419250,54.419250,54.419250,NaN,135 days,NaT,inf,54.419250,2.135578,5.961068,1.605264,4.046887
"","",8,0,251,252 days,100.0,152.630610,52.630610,49.448649,100.0,0.0,14.701493,34 days,2,1,1,-1.788640,100.0,54.419250,54.419250,54.419250,NaN,135 days,NaT,inf,54.419250,1.949562,5.747499,1.466492,3.372817
"","",9,0,251,252 days,100.0,118.833119,18.833119,169.717624,100.0,0.0,7.756384,16 days,1,0,1,18.833119,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.548870,3.660562,1.569906,2.206248
"","",10,0,251,252 days,100.0,137.051337,37.051337,131.497585,100.0,0.0,7.756384,16 days,1,0,1,37.051337,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.284060,7.459258,1.716640,3.677025
"","",11,0,251,252 days,100.0,134.934935,34.934935,90.433905,100.0,0.0,9.023246,32 days,1,0,1,34.934935,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.952922,6.022039,1.484624,3.064385
"","",12,0,251,252 days,100.0,130.816531,30.816531,66.931638,100.0,0.0,11.246324,45 days,1,1,0,0.000000,100.0,30.816531,30.816531,30.816531,NaN,152 days,NaT,inf,30.816531,1.670898,4.229148,1.365193,2.541467
"","",13,0,251,252 days,100.0,105.933553,5.933553,54.274231,100.0,0.0,1.270762,2 days,1,0,1,5.933553,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.621690,6.852064,4.143430,5.129054
"","",14,0,251,252 days,100.0,110.773803,10.773803,61.024533,100.0,0.0,5.367336,20 days,1,0,1,10.773803,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.387995,2.976279,1.536318,2.348520
"","",15,0,251,252 days,100.0,120.560450,20.560450,56.037917,100.0,0.0,9.020941,22 days,1,0,1,20.560450,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.659745,3.448051,1.487254,2.913272
"","",16,0,251,252 days,100.0,100.413969,0.413969,19.323915,100.0,0.0,17.924692,22 days,1,0,1,0.413969,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.138454,0.033482,1.029111,0.192600
"","",17,0,251,252 days,100.0,99.310052,-0.689948,-1.804827,100.0,0.0,18.827000,48 days,1,1,0,0.000000,0.0,-0.689948,-0.689948,NaN,-0.689948,NaT,115 days,0.0,-0.689948,0.084052,-0.052997,1.017803,0.120837
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,102.403496,2.403496,-6.721865,100.0,0.0,2.933644,5 days,1,1,0,0.000000,100.0,2.403496,2.403496,2.403496,NaN,8 days,NaT,inf,2.403496,0.561931,1.193032,1.479506,0.900499
35,75,0,0,251,252 days,100.0,91.864078,-8.135922,12.233055,100.0,0.0,16.169574,26 days,1,1,0,0.000000,0.0,-8.135922,-8.135922,NaN,-8.135922,NaT,29 days,0.0,-8.135922,-0.956885,-0.715287,0.653563,-1.144331
"","",1,0,251,252 days,100.0,91.864078,-8.135922,-4.137931,100.0,0.0,16.169574,60 days,1,1,0,0.000000,0.0,-8.135922,-8.135922,NaN,-8.135922,NaT,29 days,0.0,-8.135922,-0.956885,-0.715287,0.653563,-1.144331
"","",2,0,251,252 days,100.0,91.864078,-8.135922,-37.732028,100.0,0.0,16.169574,94 days,1,1,0,0.000000,0.0,-8.135922,-8.135922,NaN,-8.135922,NaT,29 days,0.0,-8.135922,-0.956885,-0.715287,0.653563,-1.144331
"","",3,0,251,252 days,100.0,91.864078,-8.135922,-31.156419,100.0,0.0,16.169574,129 days,1,1,0,0.000000,0.0,-8.135922,-8.135922,NaN,-8.135922,NaT,29 days,0.0,-8.135922,-0.956885,-0.715287,0.653563,-1.144331
"","",4,0,251,252 days,100.0,106.165379,6.165379,-6.756252,100.0,0.0,16.169574,136 days,2,1,1,14.301301,0.0,-8.135922,-8.135922,NaN,-8.135922,NaT,29 days,0.0,-8.135922,0.487173,0.559822,1.162180,0.788299
"","",5,0,251,252 days,100.0,145.593338,45.593338,29.639547,100.0,0.0,9.818330,12 days,1,0,1,45.593338,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.142165,7.364220,2.048338,4.868204
"","",6,0,251,252 days,100.0,152.255378,52.255378,38.860759,100.0,0.0,9.818330,24 days,1,0,1,52.255378,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.226005,8.539153,1.799192,4.706797
"","",7,0,251,252 days,100.0,157.668286,57.668286,51.770207,100.0,0.0,14.701493,34 days,1,0,1,57.668286,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.225498,6.351853,1.632437,4.228571
"","",8,0,251,252 days,100.0,154.821821,54.821821,49.448649,100.0,0.0,14.701493,34 days,2,1,1,-2.083106,100.0,56.904927,56.904927,56.904927,NaN,136 days,NaT,inf,56.904927,2.005387,6.009290,1.478749,3.476821
"","",9,0,251,252 days,100.0,118.629550,18.629550,169.717624,100.0,0.0,7.756384,16 days,1,0,1,18.629550,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.534343,3.619506,1.564554,2.185530
"","",10,0,251,252 days,100.0,136.816560,36.816560,131.497585,100.0,0.0,7.756384,16 days,1,0,1,36.816560,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.272141,7.408779,1.712919,3.657931
"","",11,0,251,252 days,100.0,134.703783,34.703783,90.433905,100.0,0.0,9.023246,32 days,1,0,1,34.703783,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.942383,5.979616,1.482017,3.047903
"","",12,0,251,252 days,100.0,130.107066,30.107066,66.931638,100.0,0.0,11.246324,45 days,1,1,0,0.000000,100.0,30.107066,30.107066,30.107066,NaN,152 days,NaT,inf,30.107066,1.639223,4.126206,1.356699,2.493045
"","",13,0,251,252 days,100.0,106.012322,6.012322,54.274231,100.0,0.0,1.270762,1 days,1,0,1,6.012322,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.642654,6.944212,4.315508,5.201723
"","",14,0,251,252 days,100.0,110.856172,10.856172,61.024533,100.0,0.0,5.367336,20 days,1,0,1,10.856172,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.397770,2.999554,1.542084,2.365113
"","",15,0,251,252 days,100.0,120.650096,20.650096,56.037917,100.0,0.0,9.020941,22 days,1,0,1,20.650096,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.666070,3.463706,1.489990,2.924373
"","",16,0,251,252 days,100.0,100.488634,0.488634,19.323915,100.0,0.0,17.924692,22 days,1,0,1,0.488634,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.143288,0.039528,1.030158,0.199327
"","",17,0,251,252 days,100.0,99.383896,-0.616104,-1.804827,100.0,0.0,18.827000,48 days,1,1,0,0.000000,0.0,-0.616104,-0.616104,NaN,-0.616104,NaT,114 days,0.0,-0.616104,0.088370,-0.047333,1.018735,0.127046
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,100.674699,0.674699,-6.721865,100.0,0.0,2.933644,5 days,1,1,0,0.000000,100.0,0.674699,0.674699,0.674699,NaN,7 days,NaT,inf,0.674699,0.189708,0.333619,1.154420,0.287847
36,76,0,0,251,252 days,100.0,91.378641,-8.621359,12.233055,100.0,0.0,16.169574,26 days,1,1,0,0.000000,0.0,-8.621359,-8.621359,NaN,-8.621359,NaT,30 days,0.0,-8.621359,-1.019034,-0.757098,0.638899,-1.217727
"","",1,0,251,252 days,100.0,91.378641,-8.621359,-4.137931,100.0,0.0,16.169574,60 days,1,1,0,0.000000,0.0,-8.621359,-8.621359,NaN,-8.621359,NaT,30 days,0.0,-8.621359,-1.019034,-0.757098,0.638899,-1.217727
"","",2,0,251,252 days,100.0,91.378641,-8.621359,-37.732028,100.0,0.0,16.169574,94 days,1,1,0,0.000000,0.0,-8.621359,-8.621359,NaN,-8.621359,NaT,30 days,0.0,-8.621359,-1.019034,-0.757098,0.638899,-1.217727
"","",3,0,251,252 days,100.0,91.378641,-8.621359,-31.156419,100.0,0.0,16.169574,129 days,1,1,0,0.000000,0.0,-8.621359,-8.621359,NaN,-8.621359,NaT,30 days,0.0,-8.621359,-1.019034,-0.757098,0.638899,-1.217727
"","",4,0,251,252 days,100.0,105.604369,5.604369,-6.756252,100.0,0.0,16.169574,136 days,2,1,1,14.225729,0.0,-8.621359,-8.621359,NaN,-8.621359,NaT,30 days,0.0,-8.621359,0.454022,0.508264,1.149567,0.734246
"","",5,0,251,252 days,100.0,145.593338,45.593338,29.639547,100.0,0.0,9.818330,12 days,1,0,1,45.593338,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.142165,7.364220,2.048338,4.868204
"","",6,0,251,252 days,100.0,152.255378,52.255378,38.860759,100.0,0.0,9.818330,24 days,1,0,1,52.255378,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.226005,8.539153,1.799192,4.706797
"","",7,0,251,252 days,100.0,157.668286,57.668286,51.770207,100.0,0.0,14.701493,34 days,1,0,1,57.668286,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.225498,6.351853,1.632437,4.228571
"","",8,0,251,252 days,100.0,155.072896,55.072896,49.448649,100.0,0.0,14.701493,34 days,2,1,1,-2.086484,100.0,57.159380,57.159380,57.159380,NaN,138 days,NaT,inf,57.159380,2.010950,6.039394,1.477014,3.485818
"","",9,0,251,252 days,100.0,118.629550,18.629550,169.717624,100.0,0.0,7.756384,16 days,1,0,1,18.629550,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.534343,3.619506,1.564554,2.185530
"","",10,0,251,252 days,100.0,136.816560,36.816560,131.497585,100.0,0.0,7.756384,16 days,1,0,1,36.816560,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.272141,7.408779,1.712919,3.657931
"","",11,0,251,252 days,100.0,134.703783,34.703783,90.433905,100.0,0.0,9.023246,32 days,1,0,1,34.703783,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.942383,5.979616,1.482017,3.047903
"","",12,0,251,252 days,100.0,130.107066,30.107066,66.931638,100.0,0.0,11.246324,45 days,1,1,0,0.000000,100.0,30.107066,30.107066,30.107066,NaN,152 days,NaT,inf,30.107066,1.639223,4.126206,1.356699,2.493045
